video_id,title,ideology,topic,ideology_confidence,topic_confidence,reason,ideology_oldNO_Match,
hZ9TsUtu9lk,"증언대 섰던 전 시장 비서, 왜 중요?…이재명 대표와 4분 통화 녹음 들어보니 / SBS / 편상욱의 뉴스브리핑",neutral,other,high,high,The video discusses political news and interviews without a clear stance on gender-related issues.,neutral,
#NAME?,"Will Australia's social media ban for under-16s work? - The Global Story podcast, BBC World Service",neutral,other,high,high,"The video discusses a social media ban for under-16s in Australia, which is not directly related to gender-related discourse.",neutral,
HYcujfJvrTs,"""합의 안 해줘?"" 또 교제 살인…일주일 새 4명 사망 / SBS / 뉴브사탐",feminism,sexual_violence,high,high,"The video discusses the issue of 'dating murder' and highlights the dangers of stalking and violence against women, which aligns with feminist concerns about sexual violence and women's safety.",feminism,
uvdHzReIGw4,"현직 부장판사, '재판 거래' 뇌물 혐의로 구속영장 청구 (2026.03.19/뉴스데스크/MBC)",neutral,other,high,high,"The video discusses a legal issue involving a judge and bribery, which is unrelated to gender-related discourse.",neutral,
2ewK9OXaoGo,코르셋을 벗은 여성과 입은 여성 [끝간사람] (1/4),feminism,beauty_norms_grooming,high,high,"The video discusses the 탈코르셋 (脱corset) movement, which advocates for women to break free from socially imposed beauty standards, aligning with feminist ideals. It also addresses the ongoing debates surrounding beauty norms and the pressures women face regarding appearance.",feminism,
EZWFRZ8_wI0,"[자막뉴스] ""난 카이스트..당신 어디까지 배웠어요?""..유치원 교사 통화 폭로에 '경악' (2023.08.04/MBC뉴스)",neutral,other,high,high,"The video discusses a news report about a kindergarten teacher's phone call revelation, which does not directly engage with gender-related discourse or ideologies.",neutral,
k2cmSw7vpPI,남혐 여혐 실컷 하세요 | 페미질,anti_feminism,gender_conflict_discourse,medium,high,"The video discusses issues related to gender relations and respect, but the tone suggests a mix of perspectives that could be interpreted as both critical and supportive of different gender viewpoints.",ambiguous,No match
3HmcwhAMmAo,성착취 당한 10대 여고생의 일기(Diary of a teenage girl who was sexually exploited) [Wanderer] | 씨리얼 사회탐구,feminism,sexual_violence,high,high,"The video discusses the sexual exploitation of a teenage girl, highlighting societal issues and advocating for the protection of children, which aligns with feminist principles.",feminism,
oDxWuXdLL6A,내가 모르던 부모님의 인생을 책으로 접한다면,neutral,other,high,high,"The video discusses personal stories about parents and their lives, which does not directly relate to gender-related discourse.",neutral,
g5STchALAMM,"선생님 숨지자 쏟아진 충격 증언..""어떤 왕국 같은 게 있었어요"" [뉴스.zip/MBC뉴스]",feminism,sexual_violence,high,high,"The video discusses allegations of sexual violence involving a teacher and includes testimonies from victims, aligning with feminist discourse on addressing sexual violence.",feminism,
1yVIau79Lkc,유치원 갔더니 내 딸이 핑크공주가 되어버렸다 | 씨리얼 사회탐구,feminism,beauty_norms_grooming,high,high,"The video discusses the impact of media on gendered expectations for children, advocating for a rejection of traditional gender norms and promoting a more inclusive approach to childhood development.",feminism,
UHtkdL5ngnA,[여의도튜브] 안창호함 태평양횡단 '무력시위'에 캐나다 60조 사업 수주 '청신호' / 머니투데이방송,neutral,other,high,high,The video discusses a military event involving a submarine and does not engage in gender-related discourse.,neutral,
s8n7P3aijKk,판도라의 상자 낙태!!! 집요하게 묻는 파트너 대처법. 질첵언니의 행복한 카운슬링,feminism,dating_marriage,high,medium,"The video discusses handling partner inquiries about abortion, which relates to women's autonomy and reproductive rights, aligning with feminist ideology. The topic also touches on dating and marriage dynamics.",feminism,
gKInIToiSJ0,"[자막뉴스] 엄마 살해하고 ""난 촉법이야!""..'자신만만' 중학생의 최후 (2024.11.05/MBC뉴스)",neutral,other,high,high,The video discusses a news story about a crime without engaging in gender-related discourse or ideological positions on gender issues.,neutral,
rFSYaUZQ9h4,"[자막뉴스] ""내가 안 죽였어..옮기기만 했어"" ""나만 불쌍"" 정유정 육성 공개 (2023.09.26/MBC뉴스)",neutral,other,high,high,The video discusses a specific criminal case without engaging in gender-related discourse or ideological positions on gender issues.,neutral,
FbI6vEerwHU,남자들은 왜 성매매를  할까?,feminism,sexual_violence,high,medium,"The title suggests a focus on men's perspectives regarding sexual transactions, which aligns with anti-feminist narratives that often downplay the seriousness of sexual violence and may frame it in a way that shifts blame or minimizes women's experiences.",anti_feminism,No match
#NAME?,(ENG SUB) 그동안 몰랐던 세계 전통 속 여성혐오 ｜ All about misogyny in the world,feminism,gender_conflict_discourse,high,high,"The video discusses misogyny in various cultures, highlighting issues related to women's rights and gender inequality, which aligns with feminist discourse.",feminism,
qb_CeZ4r6U8,저는 남자 페미니스트 입니다,feminism,gender_conflict_discourse,high,high,"The title explicitly identifies the speaker as a male feminist, indicating a clear support for feminist ideology and engagement in gender-related discourse.",feminism,
jixwO_r0wWU,"[시선집중] '이대남=극우' 아니다! '일상의 광장화' 위해 공론장 필요 - 유승민 작가[6분집중], MBC 250610 방송",anti_feminism,electoral_generational_conflict,high,high,"The video discusses the perception of young men in the context of political discourse, indicating a stance against labeling them as extreme right, which aligns with anti-feminist sentiments regarding gender politics.",anti_feminism,
YCPTstdAydA,이제는 지역보다 ‘세대’와 ‘성별’? 21대 대선 표심은 어디로 / 오그랲 / 비디오머그,neutral,electoral_generational_conflict,high,high,"The video discusses generational and gender dynamics in the context of an upcoming election, focusing on voter demographics without taking a clear ideological stance.",neutral,
UhM_SZnaofI,"비상 계엄 다음날, 역사 선생님이 계엄령을 설명한 방법",neutral,electoral_generational_conflict,high,high,"The video discusses the declaration of martial law and its implications without taking a clear stance on gender-related issues, focusing instead on political events.",neutral,
T4SFYJM4Euw,닿기만 해도 성추행?…판결도 무시하고 남성 직원 징계 / JTBC 사건반장,anti_feminism,sexual_violence,high,high,"The video discusses a case of a male employee who claims to have been wrongfully disciplined for sexual harassment despite being cleared by legal authorities, which aligns with anti-feminist narratives about false accusations and male victimization.",anti_feminism,
jLWBdjpc-pM,"""또 진흙탕 싸움 시작됩니다"" 작심한 듯 쏟아내자 '실시간 채팅 폭발'..'마지막 대선 TV 토론' 하이라이트 (현장영상) / SBS",neutral,electoral_generational_conflict,high,high,"The video discusses a political debate related to the presidential election, focusing on political issues without expressing a clear ideological stance.",neutral,
WwayyC5XcLg,Ep.1 인공지능이 가져온 삶의 변화 | 국제앰네스티X국가인권위,neutral,other,high,high,The video discusses the impact of artificial intelligence on daily life and human rights without taking a clear ideological stance on gender-related issues.,neutral,
2I_DBkrHeXs,"""여성도 징병 못할 이유 없지만… 軍은 남녀평등 실현 도구 아니다"" [포스트잇+]/ 와이퍼",anti_feminism,electoral_generational_conflict,high,high,"The content critiques the idea of using military service as a means to achieve gender equality, emphasizing a traditional view of military roles and responsibilities, which aligns with anti-feminist ideology.",anti_feminism,
BlqacP2b0os,"근무 태도 지적하자 매장 폐업 시킨 '아르바이트생', 결국… / SBS / 뉴블더",neutral,other,high,high,"The video discusses a specific incident involving an employee's misconduct and its consequences, without engaging in broader gender-related discourse.",neutral,
STYBy3VdNGU,"2026년 5월 25일 매일경제 1면…트럼프 ""이란과 협정 최종 확정 남아"" [아침&매일경제]",neutral,other,high,high,The video discusses political commentary and international relations without a clear stance on gender-related issues.,neutral,
SxfhE3CpV5o,가수·정치인도 '펑펑'…캔에 이 얼굴 넣은 1위 맥주 추락 / SBS 8뉴스,neutral,other,high,high,"The video discusses a boycott related to a beer brand's collaboration with a transgender influencer, focusing on the resulting sales impact and societal reactions without taking a clear ideological stance on gender issues.",neutral,
RaQP7F9aU1s,"[여의도튜브] 트럼프 ""서둘 것 없다"" vs 이란 ""핵은 논의대상 아냐"" 맞서 / 머니투데이방송",neutral,other,high,high,"The video discusses international relations and negotiations between the US and Iran, which is unrelated to gender-related discourse.",neutral,
Yq5-gR10feM,해서는 안되는 기도가 있다?? 군인들이 하는 식사에 대한 불편한 기도,neutral,other,high,high,The content discusses the concept of forced gratitude in military meals without taking a clear stance on gender-related issues.,neutral,
jkNOr38S_JI,첫 ㅈ위는 언제 해봤어요?,neutral,other,high,high,The title and description do not indicate any gender-related discourse or ideological stance; they appear to be unrelated to the specified topics.,neutral,
4uCznFPqcHE,뷰티 유튜버가 화장을 지운 이유... '나는 예쁘지 않습니다' / 비디오머그,feminism,beauty_norms_grooming,high,high,"The video discusses a beauty YouTuber who removes her makeup and declares her stance against beauty standards, which aligns with feminist ideas about body positivity and rejecting societal beauty norms.",feminism,
JfTuOplIOUs,아 브라 갖다 브라~! 우리들의 탈브라 이야기,feminism,beauty_norms_grooming,high,high,"The video discusses women's rights regarding the choice to not wear bras, which aligns with feminist discourse on bodily autonomy and challenges societal beauty norms.",feminism,
